AutoCode,SName,Item,Cuisine,Deptt,Rate,Tax,Trackable,Recipie Code,Liquor,Discountable,Category,Genre,Discontinued,GROUPS,SECSTK,RW_SSTK_ACD,PEG TYPE,LARGE,TAXABLE,FORCEQTY,QTY,TQTY,SELL_UOM,UOM_ACODE,ROLLBACK,DECIMAL,PRODUCTION,PROD_QTY,PROD_UOM,PROD_CONV,SRVTAX,BARCODE,PUR_ITEM,PUR_UOM,PUR_CONV,OPG_STK,ASK_RATE,ENB_SHELF_LIFE,SL_VALUE,SL_DURATION,SL_DAYS,BATCH_TYPE,ROLLBK_PRD,DLV_RATE,OPG_STK_LOC,RCP_ACTIVE,CESS_PERC,ICON_IDX,USE_ALT_NAME,ALT_NAME,MIN_LEVEL
105,"0104","Milk Shake Chocolate (Medium)",0,"K",1.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
106,"0105","Milk Shake Chocolate (Large)",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
107,"0106","Oreo Cookie Shake ( Medium)",0,"K",1.8000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
108,"0107","Oreo Cookie Shake ( Large)",0,"K",2.4000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
109,"0108","Brownie Shake ( Medium)",0,"K",1.9000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
110,"0109","Brownie Shake ( Large)",0,"K",2.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
111,"0110","Hazelnut Chocolate Shake ( Medium)",0,"K",2.1000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
112,"0111","Hazelnut Chocolate Shake ( Large)",0,"K",2.6000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
113,"0112","Nutella Milk Shake (Medium)",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
155,"0154","Kashmiri Kahwa L",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
156,"0155","Chocolate Brownie Wheat",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"DESSERTS",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
157,"0156","Mud Cake",0,"K",1.3000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"DESSERTS",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
158,"0157","Choco Lava Cake",0,"K",1.1000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"DESSERTS",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
159,"0158","Oreo Pastry",0,"K",1.1000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"DESSERTS",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
160,"0159","Rich Chocolate Truffle",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"DESSERTS",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
161,"0160","New York Cheese Cake",0,"K",1.6000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"DESSERTS",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
162,"0161","Chocolate Vanilla Waffle",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,1,0,0,1,"WAFFLES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
163,"0162","Chocolate Brownie Waffle",0,"K",1.6000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"WAFFLES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
164,"0163","Brownie.Nutella & Ice Cream",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"WAFFLES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
165,"0164","Muffins",0,"K",4.0000000000000000e+01,0.0000000000000000e+00,0,0,0,1,"GLUTEN FREE TRE",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
166,"0165","Cupcakes",0,"K",5.0000000000000000e+01,0.0000000000000000e+00,0,0,0,1,"GLUTEN FREE TRE",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
167,"0166","Banana Chocolate Dry Cake",0,"K",2.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GLUTEN FREE TRE",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
168,"0167","Chocolate Dry Cake",0,"K",2.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GLUTEN FREE TRE",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
169,"0168","Tutti Frutti Dry Cake",0,"K",2.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GLUTEN FREE TRE",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
170,"0169","Marble  Dry Cake",0,"K",2.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GLUTEN FREE TRE",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
171,"0170","Orannge Almond Cake",0,"K",2.8000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GLUTEN FREE TRE",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
172,"0171","Brownie Gluten Free",0,"K",6.0000000000000000e+01,0.0000000000000000e+00,0,0,0,1,"GLUTEN FREE TRE",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
173,"0172","Chocolate Icing Cake",0,"K",6.0000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GLUTEN FREE TRE",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
174,"0173","Pineapple Icing Cake",0,"K",5.0000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GLUTEN FREE TRE",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
175,"0174","Milk Shake Mango",0,"K",1.5000000000000000e+02,0.0000000000000000e+00,1,0,0,0,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
114,"0113","Nutella Milk Shake (Large)",0,"K",2.7000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
115,"115","Mutton Pizza Small",0,"K",3.5000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PIZZAS",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
116,"0115","Mutton Pizza Large",0,"K",4.1000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PIZZAS",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
117,"0116","Ice Soda Blast Strawberry Small",0,"K",1.4000000000000000e+02,0.0000000000000000e+00,1,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
118,"0117","Ice Soda Blast Strawberry Large",0,"K",2.1000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
119,"0118","Ice Soda Blast Black Current M",0,"K",1.8000000000000000e+02,0.0000000000000000e+00,1,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
120,"0119","Ice Soda Blast Black Current L",0,"K",2.4000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
121,"0120","Ice Soda Blast Mango Chillers M",0,"K",1.4000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
122,"0121","Ice Soda Blast Mango Chillers L",0,"K",2.1000000000000000e+02,0.0000000000000000e+00,1,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
123,"0122","Icy Soda Blast Mint M",0,"K",1.4000000000000000e+02,0.0000000000000000e+00,1,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
124,"0123","Coolberg Mint Bottle",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
125,"0124","Icy Soda Blast Peach M",0,"K",1.4000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
126,"0125","Icy Soda Blast Peach L",0,"K",2.1000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
127,"0126","Coolberg Ginger",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,1,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
128,"0127","Cold Coffee M",0,"K",1.4000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
129,"0128","Cold Coffee L",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
130,"0129","Cold Coffee With Ice Cream M",0,"K",1.8000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
131,"0130","Cold Coffee With Ice Cream L",0,"K",2.4000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
132,"0131","Fresh Lime Soda M",0,"K",9.0000000000000000e+01,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
133,"0132","Fresh Lime Soda L",0,"K",1.6000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
187,"0186","Baby Corn Chat",0,"K",9.0000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PCS",,0,0,0,,,,0,,0,,1.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
188,"0187","Vegetable Omelette",0,"K",8.0000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
189,"0188","Bread Omelette",0,"K",1.1000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
190,"0189","Soda Cans",0,"K",6.0000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
191,"0190","Diet Cans",0,"K",8.0000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
192,"0191","Butter Tost",0,"K",1.1000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
193,"0192","Veg Sandwiches",0,"K",1.5000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
194,"0193","Water",0,"K",2.5000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
195,"0194","Kadak Chai M",0,"K",7.0000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
196,"0195","Kadak Chai L",0,"K",1.1000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
197,"197","Capsicum & Onion Pizza M",0,"K",2.5000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"PIZZAS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
198,"0197","Capsicum & Onion Pizza L",0,"K",3.8000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"PIZZAS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
199,"0198","Hot Chokleet M",0,"K",1.4000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
200,"0199","Hot Chocolate L",0,"K",2.1000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
201,"0200","Coffi M",0,"K",8.0000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
202,"0201","Coffi  L",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
203,"0202","Ginger Tea M",0,"K",7.5000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
204,"0203","Ginger Tea L",0,"K",1.3000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
205,"0204","Rice Plan H",0,"K",1.1000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"STARTERS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
206,"0205","Rice Plan F",0,"K",1.8000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"STARTERS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
207,"0206","Chilly Chicken H",0,"K",3.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"STARTERS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
208,"0207","Chilly Chicken F",0,"K",4.4000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"STARTERS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
209,"0208","Tulsi Green Tea M",0,"K",7.0000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
210,"0209","Tulsi Green Tea L",0,"K",1.1000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
211,"0210","Masala Tea M",0,"K",6.0000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
212,"0211","Banana Walnut",0,"K",4.5000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"DESSERTS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
213,"213","Choco Chip",0,"K",3.0000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"DESSERTS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
214,"0213","Marble Cake",0,"K",2.5000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"DESSERTS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
215,"0214","Fried Rice Chicken",0,"K",2.7000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"ADDONS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
216,"0215","Cheese Sandwich",0,"K",1.5000000000000000e+02,5.0000000000000000e+00,0,0,0,0,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
217,"0216","Chilli Chicken Full",0,"K",4.4000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PIZZAS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
218,"0217","Water L",0,"K",2.5000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
219,"0218","Muffins",0,"K",2.5000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"WAFFLES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
220,"0219","Black Coffee",0,"K",6.0000000000000000e+01,5.0000000000000000e+00,0,0,0,0,"MILK SHAKES & J",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
221,"0220","Red  Velvet",0,"K",1.1000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"DESSERTS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
222,"0221","Iced Americano Coffee M",0,"K",1.6000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
223,"0222","Iced Americano Coffee L",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
224,"0223","Cheesy White Veg",0,"K",2.0000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"PASTA",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
225,"0224","Cheesy White Non Veg",0,"K",2.5000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"PASTA",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
226,"0225","Blue Berry M",0,"K",1.8000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
