AUTOCODE,MAST_ITEM_CODE,RAW_ITEM_CODE,IS_FINISHED,QUANTITY,BATCH,APPROVED,IsSTORE,IsPRODUCTION,IsCOUNTER,ST_PR_LOC_ACD,PUR_PR,SP,STK_IN_DATE,STK_OUT_DATE,LOC_CODE,LOC_TAG,ITEM_TAG,PRI_UOM,CONV,SEC_UNIT,T_QTY,T_TRANSQTY,TEMP_ADJ
1,37,,1,3.0000000000000000e+01,,0,0,0,0,,0.0000000000000000e+00,4.0000000000000000e+01,"2023-04-01 00:00:00",,0,"(default)","ADDON CHICKEN SMALL","NOS",1.0000000000000000e+00,"NOS",0.0000000000000000e+00,,
